,ticker,ticker_,country,id,isin,meetingDate,meetingId,meetingType
55261,8572,,Japan,505207,JP3108600002,2018-06-22 00:00:00,1243206,Annual
55262,8572,,Japan,505207,JP3108600002,2017-06-22 00:00:00,1153373,Annual
55263,8572,,Japan,505207,JP3108600002,2016-06-23 00:00:00,1068291,Annual
55264,8572,,Japan,505207,JP3108600002,2015-06-24 00:00:00,981118,Annual
55265,8572,,Japan,505207,JP3108600002,2014-06-24 00:00:00,898772,Annual
55266,8572,,Japan,505207,JP3108600002,2013-06-25 00:00:00,809756,Annual
56373,8984,,Japan,568989,JP3046390005,2025-11-26 00:00:00,2016491,Special
56374,8984,,Japan,568989,JP3046390005,2023-11-28 00:00:00,1798792,Special
56375,8984,,Japan,568989,JP3046390005,2021-11-30 00:00:00,1585113,Special
56376,8984,,Japan,568989,JP3046390005,2019-11-27 00:00:00,1375006,Special
56397,8P1,,Japan,511627,JP3674400001,2025-06-25 00:00:00,1981030,Annual
56398,8P1,,Japan,511627,JP3674400001,2024-06-26 00:00:00,1874486,Annual
56399,8P1,,Japan,511627,JP3674400001,2023-06-23 00:00:00,1766321,Annual
56400,8P1,,Japan,511627,JP3674400001,2022-06-23 00:00:00,1659604,Annual
56401,8P1,,Japan,511627,JP3674400001,2021-06-23 00:00:00,1553194,Annual
56402,8P1,,Japan,511627,JP3674400001,2020-06-24 00:00:00,1444619,Annual
56403,8P1,,Japan,511627,JP3674400001,2019-06-21 00:00:00,1343395,Annual
56404,8P1,,Japan,511627,JP3674400001,2018-06-21 00:00:00,1245992,Annual
56405,8P1,,Japan,511627,JP3674400001,2017-06-23 00:00:00,1156705,Annual
56406,8P1,,Japan,511627,JP3674400001,2016-06-23 00:00:00,1070619,Annual
56407,8P1,,Japan,511627,JP3674400001,2015-06-24 00:00:00,984594,Annual
56408,8P1,,Japan,511627,JP3674400001,2014-06-25 00:00:00,901156,Annual
56409,8P1,,Japan,511627,JP3674400001,2013-06-26 00:00:00,812229,Annual
56416,8YZ,,Singapore,3510485,SGXE35825913,2026-03-06 00:00:00,2042572,Extraordinary Shareholders
57140,926,,Japan,645804,JP3659350007,2024-03-28 00:00:00,1830003,Annual
57141,926,,Japan,645804,JP3659350007,2023-03-30 00:00:00,1724802,Annual
57142,926,,Japan,645804,JP3659350007,2022-03-30 00:00:00,1618840,Annual
57143,926,,Japan,645804,JP3659350007,2021-03-30 00:00:00,1514482,Annual
57144,926,,Japan,645804,JP3659350007,2020-03-26 00:00:00,1404159,Annual
57145,926,,Japan,645804,JP3659350007,2019-03-27 00:00:00,1304628,Annual
57146,926,,Japan,645804,JP3659350007,2018-03-27 00:00:00,1209069,Annual
57773,9513,,Japan,533888,JP3551200003,2016-06-22 00:00:00,1066714,Annual
57774,9513,,Japan,533888,JP3551200003,2015-06-25 00:00:00,982613,Annual
57775,9513,,Japan,533888,JP3551200003,2014-06-26 00:00:00,898822,Annual
57776,9513,,Japan,533888,JP3551200003,2013-06-25 00:00:00,809195,Annual
58007,9611,,China,3457825,CNE100007DW8,2026-03-04 00:00:00,2039872,Extraordinary Shareholders
58039,9627,,Japan,505770,JP3105250009,2025-07-30 00:00:00,1990333,Annual
58040,9627,,Japan,505770,JP3105250009,2024-07-30 00:00:00,1881441,Annual
58041,9627,,Japan,505770,JP3105250009,2023-07-28 00:00:00,1774462,Annual
58042,9627,,Japan,505770,JP3105250009,2022-07-28 00:00:00,1667972,Annual
58043,9627,,Japan,505770,JP3105250009,2021-07-29 00:00:00,1561656,Annual
58044,9627,,Japan,505770,JP3105250009,2020-07-30 00:00:00,1453824,Annual
58045,9627,,Japan,505770,JP3105250009,2019-07-30 00:00:00,1351082,Annual
58046,9627,,Japan,505770,JP3105250009,2018-07-27 00:00:00,1253568,Annual
58047,9627,,Japan,505770,JP3105250009,2017-07-28 00:00:00,1163058,Annual
58048,9627,,Japan,505770,JP3105250009,2016-07-28 00:00:00,1077626,Annual
58049,9627,,Japan,505770,JP3105250009,2015-07-30 00:00:00,991152,Annual
58050,9627,,Japan,505770,JP3105250009,2014-07-30 00:00:00,909143,Annual
58051,9627,,Japan,505770,JP3105250009,2013-07-30 00:00:00,819079,Annual
58413,9729,,Japan,508936,JP3552250007,2025-06-26 00:00:00,1980930,Annual
58414,9729,,Japan,508936,JP3552250007,2024-06-27 00:00:00,1875601,Annual
58415,9729,,Japan,508936,JP3552250007,2023-06-29 00:00:00,1768409,Annual
58416,9729,,Japan,508936,JP3552250007,2022-06-29 00:00:00,1660274,Annual
58417,9729,,Japan,508936,JP3552250007,2021-06-25 00:00:00,1552538,Annual
58418,9729,,Japan,508936,JP3552250007,2020-06-26 00:00:00,1444091,Annual
58419,9729,,Japan,508936,JP3552250007,2019-06-27 00:00:00,1344037,Annual
58420,9729,,Japan,508936,JP3552250007,2018-06-28 00:00:00,1249363,Annual
58421,9729,,Japan,508936,JP3552250007,2017-06-29 00:00:00,1156881,Annual
58422,9729,,Japan,508936,JP3552250007,2016-06-29 00:00:00,1071380,Annual
58423,9729,,Japan,508936,JP3552250007,2015-06-26 00:00:00,984611,Annual
58424,9729,,Japan,508936,JP3552250007,2014-06-27 00:00:00,900490,Annual
58448,9742,,Japan,510748,JP3105000008,2025-06-25 00:00:00,1977865,Annual
58449,9742,,Japan,510748,JP3105000008,2024-06-25 00:00:00,1870531,Annual
58450,9742,,Japan,510748,JP3105000008,2023-06-23 00:00:00,1764984,Annual
58451,9742,,Japan,510748,JP3105000008,2022-06-24 00:00:00,1656373,Annual
58452,9742,,Japan,510748,JP3105000008,2021-06-25 00:00:00,1550543,Annual
58453,9742,,Japan,510748,JP3105000008,2020-06-26 00:00:00,1442130,Annual
58454,9742,,Japan,510748,JP3105000008,2019-06-25 00:00:00,1341031,Annual
58455,9742,,Japan,510748,JP3105000008,2018-06-22 00:00:00,1242736,Annual
58456,9742,,Japan,510748,JP3105000008,2017-06-23 00:00:00,1154159,Annual
58457,9742,,Japan,510748,JP3105000008,2016-06-28 00:00:00,1068998,Annual
58458,9742,,Japan,510748,JP3105000008,2015-06-26 00:00:00,982490,Annual
58459,9742,,Japan,510748,JP3105000008,2014-06-26 00:00:00,898484,Annual
58460,9742,,Japan,510748,JP3105000008,2013-06-25 00:00:00,810313,Annual
58515,9755,,Japan,511445,JP3174600001,2025-03-26 00:00:00,1935156,Annual
58516,9755,,Japan,511445,JP3174600001,2024-03-26 00:00:00,1829246,Annual
58517,9755,,Japan,511445,JP3174600001,2023-03-24 00:00:00,1722437,Annual
58518,9755,,Japan,511445,JP3174600001,2022-03-25 00:00:00,1615477,Annual
58519,9755,,Japan,511445,JP3174600001,2021-03-26 00:00:00,1511733,Annual
58520,9755,,Japan,511445,JP3174600001,2020-03-27 00:00:00,1402811,Annual
58521,9755,,Japan,511445,JP3174600001,2019-03-27 00:00:00,1303453,Annual
58522,9755,,Japan,511445,JP3174600001,2018-03-27 00:00:00,1207231,Annual
58523,9755,,Japan,511445,JP3174600001,2017-03-28 00:00:00,1119869,Annual
58524,9755,,Japan,511445,JP3174600001,2016-03-25 00:00:00,1035540,Annual
58525,9755,,Japan,511445,JP3174600001,2015-03-25 00:00:00,949301,Annual
58526,9755,,Japan,511445,JP3174600001,2014-03-26 00:00:00,860194,Annual
58527,9755,,Japan,511445,JP3174600001,2013-03-26 00:00:00,778275,Annual
59325,998,,China,3401223,CNE100007F72,2026-03-10 00:00:00,2041359,Extraordinary Shareholders
59326,998,,China,3401223,CNE100007F72,2026-01-16 00:00:00,2032447,Special
59327,998,,China,3401223,CNE100007F72,2025-08-11 00:00:00,1995457,Special
59328,998,,China,3401223,CNE100007F72,2025-04-02 00:00:00,1937105,Annual
59329,998,,China,3401223,CNE100007F72,2024-09-18 00:00:00,1893880,Special
59330,998,,China,3401223,CNE100007F72,2024-07-31 00:00:00,1883419,Special
59331,998,,China,3401223,CNE100007F72,2024-05-17 00:00:00,1849998,Annual
59332,998,,China,3401223,CNE100007F72,2024-02-01 00:00:00,1816344,Special
59333,9980,,China,3401223,CNE100007F72,2026-03-10 00:00:00,2041359,Extraordinary Shareholders
59334,9980,,China,3401223,CNE100007F72,2026-01-16 00:00:00,2032447,Special
59335,9980,,China,3401223,CNE100007F72,2025-08-11 00:00:00,1995457,Special
59336,9980,,China,3401223,CNE100007F72,2025-04-02 00:00:00,1937105,Annual
59337,9980,,China,3401223,CNE100007F72,2024-09-18 00:00:00,1893880,Special
59338,9980,,China,3401223,CNE100007F72,2024-07-31 00:00:00,1883419,Special
59339,9980,,China,3401223,CNE100007F72,2024-05-17 00:00:00,1849998,Annual
59340,9980,,China,3401223,CNE100007F72,2024-02-01 00:00:00,1816344,Special
59341,9981,,China,578717,CNE100007DY4,2026-03-19 00:00:00,2047020,Extraordinary Shareholders
59342,9981,,China,578717,CNE100007DY4,2026-01-05 00:00:00,2030393,Special
59343,9981,,China,578717,CNE100007DY4,2025-11-18 00:00:00,2019351,Special
59529,A067250,,South Korea,551406,KR7067250001,2014-05-30 00:00:00,887505,Special
59530,A067250,,South Korea,551406,KR7067250001,2014-03-31 00:00:00,862002,Annual
59531,A067250,,South Korea,551406,KR7067250001,2014-02-26 00:00:00,848957,Special
59532,A067250,,South Korea,551406,KR7067250001,2013-12-16 00:00:00,834255,Special
59533,A067250,,South Korea,551406,KR7067250001,2013-03-28 00:00:00,779914,Annual
61428,AGS,,Belgium,509080,BE0974264930,2025-04-23 00:00:00,1942572,Extraordinary Shareholders
61429,AGS,,Belgium,509080,BE0974264930,2025-05-21 00:00:00,1921012,Annual/Special
61430,AGS,,Belgium,509080,BE0974264930,2024-05-15 00:00:00,1823084,Annual/Special
61431,AGS,,Belgium,509080,BE0974264930,2023-04-19 00:00:00,1729573,Extraordinary Shareholders
61432,AGS,,Belgium,509080,BE0974264930,2023-05-17 00:00:00,1696757,Annual/Special
61433,AGS,,Belgium,509080,BE0974264930,2022-05-18 00:00:00,1602964,Annual/Special
61434,AGS,,Belgium,509080,BE0974264930,2021-05-19 00:00:00,1502908,Annual/Special
61435,AGS,,Belgium,509080,BE0974264930,2020-10-22 00:00:00,1472478,Special
61436,AGS,,Belgium,509080,BE0974264930,2020-05-20 00:00:00,1369375,Annual/Special
61437,AGS,,Belgium,509080,BE0974264930,2019-05-15 00:00:00,1269548,Annual/Special
61438,AGS,,Belgium,509080,BE0974264930,2018-04-19 00:00:00,1213457,Special
61439,AGS,,Belgium,509080,BE0974264930,2018-05-16 00:00:00,1183597,Annual/Special
61440,AGS,,Belgium,509080,BE0974264930,2017-05-17 00:00:00,1100005,Annual/Special
61441,AGS,,Belgium,509080,BE0974264930,2016-04-27 00:00:00,1023479,Annual/Special
61442,AGS,,Belgium,509080,BE0974264930,2015-04-29 00:00:00,936078,Annual/Special
61443,AGS,,Belgium,509080,BE0974264930,2014-04-30 00:00:00,847923,Annual/Special
61444,AGS,,Belgium,509080,BE0974264930,2013-09-16 00:00:00,822165,Special
61445,AGS,,Belgium,509080,BE0974264930,2013-04-24 00:00:00,766300,Annual/Special
61511,AHE,,Australia,606604,AU0000437493,2026-03-12 00:00:00,2039498,Extraordinary Shareholders
61512,AHE,,Australia,606604,AU0000437493,2025-11-26 00:00:00,2013532,Annual
61513,AHE,,Australia,606604,AU0000437493,2025-08-21 00:00:00,1994363,Extraordinary Shareholders
61514,AHE,,Australia,606604,AU0000437493,2024-11-14 00:00:00,1899507,Annual
61515,AHE,,Australia,606604,AU0000437493,2023-11-28 00:00:00,1793533,Annual
61516,AHE,,Australia,606604,AU0000437493,2022-11-30 00:00:00,1689817,Annual
62276,ALK.B,,Denmark,566341,DK0061802139,2026-03-16 00:00:00,2040308,Annual
62277,ALK.B,,Denmark,566341,DK0061802139,2025-03-13 00:00:00,1927223,Annual
62278,ALK.B,,Denmark,566341,DK0061802139,2024-03-14 00:00:00,1822381,Annual
62279,ALK.B,,Denmark,566341,DK0061802139,2023-03-23 00:00:00,1719368,Annual
62280,ALK.B,,Denmark,566341,DK0061802139,2022-03-16 00:00:00,1609179,Annual
62281,ALK.B,,Denmark,566341,DK0061802139,2021-03-18 00:00:00,1506492,Annual
62282,ALK.B,,Denmark,566341,DK0061802139,2020-03-11 00:00:00,1395385,Annual
62283,ALK.B,,Denmark,566341,DK0061802139,2019-03-13 00:00:00,1283321,Annual
62284,ALK.B,,Denmark,566341,DK0061802139,2018-03-12 00:00:00,1195879,Annual
62285,ALK.B,,Denmark,566341,DK0061802139,2017-03-15 00:00:00,1112396,Annual
62286,ALK.B,,Denmark,566341,DK0061802139,2016-03-10 00:00:00,1026917,Annual
62287,ALK.B,,Denmark,566341,DK0061802139,2015-03-12 00:00:00,936157,Annual
62288,ALK.B,,Denmark,566341,DK0061802139,2014-03-12 00:00:00,844287,Annual
62289,ALK.B,,Denmark,566341,DK0061802139,2013-03-12 00:00:00,769633,Annual
62436,ALMB,,Denmark,510380,DK0015250344,2026-04-09 00:00:00,2039904,Annual
62437,ALMB,,Denmark,510380,DK0015250344,2025-04-10 00:00:00,1926192,Annual
62438,ALMB,,Denmark,510380,DK0015250344,2024-04-18 00:00:00,1838046,Annual
62439,ALMB,,Denmark,510380,DK0015250344,2023-04-26 00:00:00,1707968,Annual
62440,ALMB,,Denmark,510380,DK0015250344,2022-04-27 00:00:00,1629929,Annual
62441,ALMB,,Denmark,510380,DK0015250344,2021-09-02 00:00:00,1568772,Extraordinary Shareholders
62442,ALMB,,Denmark,510380,DK0015250344,2021-04-26 00:00:00,1525284,Annual
62443,ALMB,,Denmark,510380,DK0015250344,2020-08-28 00:00:00,1416097,Annual
62444,ALMB,,Denmark,510380,DK0015250344,2019-04-29 00:00:00,1279157,Annual
62445,ALMB,,Denmark,510380,DK0015250344,2018-04-30 00:00:00,1177857,Annual
62446,ALMB,,Denmark,510380,DK0015250344,2017-04-26 00:00:00,1118423,Annual
62447,ALMB,,Denmark,510380,DK0015250344,2015-04-27 00:00:00,944937,Annual
62448,ALMB,,Denmark,510380,DK0015250344,2014-04-30 00:00:00,837303,Annual
62449,ALMB,,Denmark,510380,DK0015250344,2013-04-25 00:00:00,769636,Annual
62618,ALPHADATA,,United Arab Emirates,3496609,AEE01575A252,2026-04-01 00:00:00,2044176,Annual
62736,ALSYDB,,Denmark,504422,DK0010311471,2025-12-04 00:00:00,2018148,Extraordinary Shareholders
62737,ALSYDB,,Denmark,504422,DK0010311471,2026-03-19 00:00:00,2002482,Annual
62738,ALSYDB,,Denmark,504422,DK0010311471,2025-03-20 00:00:00,1890812,Annual
62739,ALSYDB,,Denmark,504422,DK0010311471,2024-03-21 00:00:00,1826605,Annual
62740,ALSYDB,,Denmark,504422,DK0010311471,2023-03-23 00:00:00,1678458,Annual
62741,ALSYDB,,Denmark,504422,DK0010311471,2021-10-26 00:00:00,1582678,Extraordinary Shareholders
62742,ALSYDB,,Denmark,504422,DK0010311471,2022-03-24 00:00:00,1572031,Annual
62743,ALSYDB,,Denmark,504422,DK0010311471,2021-03-25 00:00:00,1464828,Annual
62744,ALSYDB,,Denmark,504422,DK0010311471,2020-06-18 00:00:00,1374660,Annual
62745,ALSYDB,,Denmark,504422,DK0010311471,2019-03-21 00:00:00,1296907,Annual
62746,ALSYDB,,Denmark,504422,DK0010311471,2018-06-22 00:00:00,1245044,Special
62747,ALSYDB,,Denmark,504422,DK0010311471,2018-03-14 00:00:00,1195875,Annual
62748,ALSYDB,,Denmark,504422,DK0010311471,2017-03-23 00:00:00,1111920,Annual
62749,ALSYDB,,Denmark,504422,DK0010311471,2016-03-17 00:00:00,1023869,Annual
62750,ALSYDB,,Denmark,504422,DK0010311471,2015-03-12 00:00:00,941793,Annual
62751,ALSYDB,,Denmark,504422,DK0010311471,2014-03-13 00:00:00,851543,Annual
62752,ALSYDB,,Denmark,504422,DK0010311471,2013-03-14 00:00:00,769625,Annual
63054,AMBU.B,,Denmark,553268,DK0060946788,2025-12-03 00:00:00,1925227,Annual
63055,AMBU.B,,Denmark,553268,DK0060946788,2024-12-04 00:00:00,1909209,Annual
63056,AMBU.B,,Denmark,553268,DK0060946788,2023-12-13 00:00:00,1805270,Annual
63057,AMBU.B,,Denmark,553268,DK0060946788,2022-12-14 00:00:00,1699505,Annual
63058,AMBU.B,,Denmark,553268,DK0060946788,2021-12-14 00:00:00,1591948,Annual
63059,AMBU.B,,Denmark,553268,DK0060946788,2020-12-09 00:00:00,1384740,Annual
63060,AMBU.B,,Denmark,553268,DK0060946788,2019-12-17 00:00:00,1379880,Annual
63061,AMBU.B,,Denmark,553268,DK0060946788,2018-12-12 00:00:00,1177841,Annual
63062,AMBU.B,,Denmark,553268,DK0060946788,2017-12-13 00:00:00,1111965,Annual
63063,AMBU.B,,Denmark,553268,DK0060946788,2016-12-12 00:00:00,1100201,Annual
63064,AMBU.B,,Denmark,553268,DK0060946788,2015-12-10 00:00:00,1015100,Annual
63121,AME,,Brazil,560769,BRAMERACNOR6,2024-12-11 00:00:00,1908865,Extraordinary Shareholders
63122,AME,,Brazil,560769,BRAMERACNOR6,2024-09-05 00:00:00,1887287,Extraordinary Shareholders
63123,AME,,Brazil,560769,BRAMERACNOR6,2024-05-21 00:00:00,1848486,Extraordinary Shareholders
63124,AME,,Brazil,560769,BRAMERACNOR6,2024-04-30 00:00:00,1841685,Annual
63125,AME,,Brazil,560769,BRAMERACNOR6,2024-04-30 00:00:00,1841675,Extraordinary Shareholders
63126,AME,,Brazil,560769,BRAMERACNOR6,2023-04-29 00:00:00,1736473,Annual
63127,AME,,Brazil,560769,BRAMERACNOR6,2023-04-29 00:00:00,1736468,Extraordinary Shareholders
63128,AME,,Brazil,560769,BRAMERACNOR6,2022-09-30 00:00:00,1675890,Extraordinary Shareholders
63129,AME,,Brazil,560769,BRAMERACNOR6,2022-04-29 00:00:00,1628119,Annual
63130,AME,,Brazil,560769,BRAMERACNOR6,2022-04-29 00:00:00,1628118,Extraordinary Shareholders
63131,AME,,Brazil,560769,BRAMERACNOR6,2021-12-10 00:00:00,1589079,Extraordinary Shareholders
63132,AME,,Brazil,560769,BRAMERACNOR6,2021-06-10 00:00:00,1545131,Extraordinary Shareholders
63133,AME,,Brazil,560769,BRAMERACNOR6,2021-06-10 00:00:00,1540729,Special
63134,AME,,Brazil,560769,BRAMERACNOR6,2021-04-30 00:00:00,1525045,Annual
63135,AME,,Brazil,560769,BRAMERACNOR6,2021-04-30 00:00:00,1525044,Special
63136,AME,,Brazil,560769,BRAMERACNOR6,2020-04-30 00:00:00,1415671,Special
63137,AME,,Brazil,560769,BRAMERACNOR6,2020-04-30 00:00:00,1393338,Annual
63138,AME,,Brazil,560769,BRAMERACNOR6,2017-04-27 00:00:00,1130113,Special
63139,AME,,Brazil,560769,BRAMERACNOR6,2017-04-27 00:00:00,1130109,Annual
63140,AME,,Brazil,560769,BRAMERACNOR6,2017-03-25 00:00:00,1121591,Special
63141,AME,,Brazil,560769,BRAMERACNOR6,2016-05-31 00:00:00,1065586,Special
63142,AME,,Brazil,560769,BRAMERACNOR6,2016-04-27 00:00:00,1045046,Special
63143,AME,,Brazil,560769,BRAMERACNOR6,2016-04-27 00:00:00,1045045,Annual
63144,AME,,Brazil,560769,BRAMERACNOR6,2015-04-30 00:00:00,959906,Special
63145,AME,,Brazil,560769,BRAMERACNOR6,2015-04-30 00:00:00,959905,Annual
63146,AME,,Brazil,560769,BRAMERACNOR6,2014-06-05 00:00:00,889756,Special
63147,AME,,Brazil,560769,BRAMERACNOR6,2014-04-29 00:00:00,870195,Special
63148,AME,,Brazil,560769,BRAMERACNOR6,2014-04-29 00:00:00,870189,Annual
63169,AMER,,Brazil,560769,BRAMERACNOR6,2024-12-11 00:00:00,1908865,Extraordinary Shareholders
63170,AMER,,Brazil,560769,BRAMERACNOR6,2024-09-05 00:00:00,1887287,Extraordinary Shareholders
63171,AMER,,Brazil,560769,BRAMERACNOR6,2024-05-21 00:00:00,1848486,Extraordinary Shareholders
63172,AMER,,Brazil,560769,BRAMERACNOR6,2024-04-30 00:00:00,1841685,Annual
63173,AMER,,Brazil,560769,BRAMERACNOR6,2024-04-30 00:00:00,1841675,Extraordinary Shareholders
63174,AMER,,Brazil,560769,BRAMERACNOR6,2023-04-29 00:00:00,1736473,Annual
63175,AMER,,Brazil,560769,BRAMERACNOR6,2023-04-29 00:00:00,1736468,Extraordinary Shareholders
63176,AMER,,Brazil,560769,BRAMERACNOR6,2022-09-30 00:00:00,1675890,Extraordinary Shareholders
63177,AMER,,Brazil,560769,BRAMERACNOR6,2022-04-29 00:00:00,1628119,Annual
63178,AMER,,Brazil,560769,BRAMERACNOR6,2022-04-29 00:00:00,1628118,Extraordinary Shareholders
63179,AMER,,Brazil,560769,BRAMERACNOR6,2021-12-10 00:00:00,1589079,Extraordinary Shareholders
63180,AMER,,Brazil,560769,BRAMERACNOR6,2021-06-10 00:00:00,1545131,Extraordinary Shareholders
63181,AMER,,Brazil,560769,BRAMERACNOR6,2021-06-10 00:00:00,1540729,Special
63182,AMER,,Brazil,560769,BRAMERACNOR6,2021-04-30 00:00:00,1525045,Annual
63183,AMER,,Brazil,560769,BRAMERACNOR6,2021-04-30 00:00:00,1525044,Special
63184,AMER,,Brazil,560769,BRAMERACNOR6,2020-04-30 00:00:00,1415671,Special
63185,AMER,,Brazil,560769,BRAMERACNOR6,2020-04-30 00:00:00,1393338,Annual
63186,AMER,,Brazil,560769,BRAMERACNOR6,2017-04-27 00:00:00,1130113,Special
63187,AMER,,Brazil,560769,BRAMERACNOR6,2017-04-27 00:00:00,1130109,Annual
63188,AMER,,Brazil,560769,BRAMERACNOR6,2017-03-25 00:00:00,1121591,Special
63189,AMER,,Brazil,560769,BRAMERACNOR6,2016-05-31 00:00:00,1065586,Special
63190,AMER,,Brazil,560769,BRAMERACNOR6,2016-04-27 00:00:00,1045046,Special
63191,AMER,,Brazil,560769,BRAMERACNOR6,2016-04-27 00:00:00,1045045,Annual
63192,AMER,,Brazil,560769,BRAMERACNOR6,2015-04-30 00:00:00,959906,Special
63193,AMER,,Brazil,560769,BRAMERACNOR6,2015-04-30 00:00:00,959905,Annual
63194,AMER,,Brazil,560769,BRAMERACNOR6,2014-06-05 00:00:00,889756,Special
63195,AMER,,Brazil,560769,BRAMERACNOR6,2014-04-29 00:00:00,870195,Special
63196,AMER,,Brazil,560769,BRAMERACNOR6,2014-04-29 00:00:00,870189,Annual
63197,AMER3,,Brazil,560769,BRAMERACNOR6,2024-12-11 00:00:00,1908865,Extraordinary Shareholders
63198,AMER3,,Brazil,560769,BRAMERACNOR6,2024-09-05 00:00:00,1887287,Extraordinary Shareholders
63199,AMER3,,Brazil,560769,BRAMERACNOR6,2024-05-21 00:00:00,1848486,Extraordinary Shareholders
63200,AMER3,,Brazil,560769,BRAMERACNOR6,2024-04-30 00:00:00,1841685,Annual
63201,AMER3,,Brazil,560769,BRAMERACNOR6,2024-04-30 00:00:00,1841675,Extraordinary Shareholders
63202,AMER3,,Brazil,560769,BRAMERACNOR6,2023-04-29 00:00:00,1736473,Annual
63203,AMER3,,Brazil,560769,BRAMERACNOR6,2023-04-29 00:00:00,1736468,Extraordinary Shareholders
63204,AMER3,,Brazil,560769,BRAMERACNOR6,2022-09-30 00:00:00,1675890,Extraordinary Shareholders
63205,AMER3,,Brazil,560769,BRAMERACNOR6,2022-04-29 00:00:00,1628119,Annual
63206,AMER3,,Brazil,560769,BRAMERACNOR6,2022-04-29 00:00:00,1628118,Extraordinary Shareholders
63207,AMER3,,Brazil,560769,BRAMERACNOR6,2021-12-10 00:00:00,1589079,Extraordinary Shareholders
63208,AMER3,,Brazil,560769,BRAMERACNOR6,2021-06-10 00:00:00,1545131,Extraordinary Shareholders
63209,AMER3,,Brazil,560769,BRAMERACNOR6,2021-06-10 00:00:00,1540729,Special
63210,AMER3,,Brazil,560769,BRAMERACNOR6,2021-04-30 00:00:00,1525045,Annual
63211,AMER3,,Brazil,560769,BRAMERACNOR6,2021-04-30 00:00:00,1525044,Special
63212,AMER3,,Brazil,560769,BRAMERACNOR6,2020-04-30 00:00:00,1415671,Special
63213,AMER3,,Brazil,560769,BRAMERACNOR6,2020-04-30 00:00:00,1393338,Annual
63214,AMER3,,Brazil,560769,BRAMERACNOR6,2017-04-27 00:00:00,1130113,Special
63215,AMER3,,Brazil,560769,BRAMERACNOR6,2017-04-27 00:00:00,1130109,Annual
63216,AMER3,,Brazil,560769,BRAMERACNOR6,2017-03-25 00:00:00,1121591,Special
63217,AMER3,,Brazil,560769,BRAMERACNOR6,2016-05-31 00:00:00,1065586,Special
63218,AMER3,,Brazil,560769,BRAMERACNOR6,2016-04-27 00:00:00,1045046,Special
63219,AMER3,,Brazil,560769,BRAMERACNOR6,2016-04-27 00:00:00,1045045,Annual
63220,AMER3,,Brazil,560769,BRAMERACNOR6,2015-04-30 00:00:00,959906,Special
63221,AMER3,,Brazil,560769,BRAMERACNOR6,2015-04-30 00:00:00,959905,Annual
63222,AMER3,,Brazil,560769,BRAMERACNOR6,2014-06-05 00:00:00,889756,Special
63223,AMER3,,Brazil,560769,BRAMERACNOR6,2014-04-29 00:00:00,870195,Special
63224,AMER3,,Brazil,560769,BRAMERACNOR6,2014-04-29 00:00:00,870189,Annual
63821,AOJ.B,,Denmark,540261,DK0061686714,2026-03-20 00:00:00,2040983,Annual
63822,AOJ.B,,Denmark,540261,DK0061686714,2025-03-21 00:00:00,1926740,Annual
64950,ASND,,Denmark,630681,US04351P1012,2026-03-23 00:00:00,2044057,Annual
64951,ASND,,Denmark,630681,US04351P1012,2025-05-27 00:00:00,1965957,Annual
64952,ASND,,Denmark,630681,US04351P1012,2024-05-30 00:00:00,1862153,Annual
64953,ASND,,Denmark,630681,US04351P1012,2023-05-30 00:00:00,1755315,Annual
64954,ASND,,Denmark,630681,US04351P1012,2022-09-09 00:00:00,1676646,Extraordinary Shareholders
64955,ASND,,Denmark,630681,US04351P1012,2022-05-30 00:00:00,1648145,Annual
64956,ASND,,Denmark,630681,US04351P1012,2021-11-18 00:00:00,1586267,Extraordinary Shareholders
65256,ATL,,Faroe Islands,572475,FO000A0DN9X4,2018-04-30 00:00:00,1200511,Annual
65257,ATL,,Faroe Islands,572475,FO000A0DN9X4,2018-02-07 00:00:00,1196190,Special
65258,ATL,,Faroe Islands,572475,FO000A0DN9X4,2017-04-28 00:00:00,1131532,Annual
65259,ATL,,Faroe Islands,572475,FO000A0DN9X4,2016-04-29 00:00:00,1033481,Annual
65260,ATL,,Faroe Islands,572475,FO000A0DN9X4,2015-04-24 00:00:00,935945,Annual
65261,ATL,,Faroe Islands,572475,FO000A0DN9X4,2014-04-09 00:00:00,843772,Annual
65262,ATLA,,Faroe Islands,572475,FO000A0DN9X4,2018-04-30 00:00:00,1200511,Annual
65263,ATLA,,Faroe Islands,572475,FO000A0DN9X4,2018-02-07 00:00:00,1196190,Special
65264,ATLA,,Faroe Islands,572475,FO000A0DN9X4,2017-04-28 00:00:00,1131532,Annual
65265,ATLA,,Faroe Islands,572475,FO000A0DN9X4,2016-04-29 00:00:00,1033481,Annual
65266,ATLA,,Faroe Islands,572475,FO000A0DN9X4,2015-04-24 00:00:00,935945,Annual
65267,ATLA,,Faroe Islands,572475,FO000A0DN9X4,2014-04-09 00:00:00,843772,Annual
65387,ATRLJ.B,,Sweden,542647,SE0024320832,2026-03-19 00:00:00,2039734,Annual
65388,ATRLJ.B,,Sweden,542647,SE0024320832,2025-03-20 00:00:00,1926254,Annual
65389,ATRLJ.B,,Sweden,542647,SE0024320832,2024-03-21 00:00:00,1821760,Annual
65390,ATRLJ.B,,Sweden,542647,SE0024320832,2023-03-22 00:00:00,1715242,Annual
65391,ATRLJ.B,,Sweden,542647,SE0024320832,2022-03-23 00:00:00,1607698,Annual
